0	35	18
1	29	15
2	0	0
3	0	0
4	3	3
5	2	2
6	0	0
7	14	6
8	0	0
9	0	0
10	2	2
11	0	0
12	0	0
13	0	0
14	13	13
15	0	0
16	3	3
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	1	1
25	0	0
26	0	0
27	2	2
28	2	2
29	0	0
30	0	0
31	0	0
32	3	3
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	5	3
40	0	0
41	0	0
42	0	0
43	0	0
44	1	1
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	2	2
52	0	0
53	0	0
54	1	1
55	0	0
56	6	4
57	3	3
58	0	0
59	2	2
60	0	0
61	14	6
62	0	0
63	0	0
64	0	0
65	0	0
66	0	0
67	4	4
68	4	4
69	0	0
70	3	3
71	5	3
72	0	0
73	0	0
74	0	0
75	1	1
76	1	1
77	3	3
78	0	0
79	0	0
80	0	0
81	0	0
82	0	0
83	0	0
84	0	0
85	0	0
86	0	0
87	0	0
88	2	2
89	0	0
90	0	0
91	0	0
92	6	4
93	0	0
94	0	0
95	2	2
96	0	0
97	0	0
98	0	0
99	0	0
100	0	0
101	4	4
102	0	0
103	0	0
104	6	6
105	0	0
106	4	4
107	0	0
108	0	0
109	2	2
110	0	0
111	0	0
112	2	2
113	9	3
114	0	0
115	1	1
116	0	0
117	0	0
118	0	0
119	0	0
120	2	2
121	1	1
122	0	0
123	0	0
124	2	2
125	0	0
126	12	7
127	0	0
128	0	0
129	2	2
130	1	1
131	0	0
132	1	1
133	0	0
134	0	0
135	0	0
136	3	2
137	3	3
138	0	0
139	0	0
140	0	0
141	0	0
142	0	0
143	0	0
144	0	0
145	0	0
146	0	0
147	0	0
148	0	0
149	0	0
150	0	0
151	1	1
152	29	17
153	30	16
154	0	0
155	9	9
156	9	6
157	0	0
158	0	0
159	0	0
160	4	4
161	0	0
162	7	6
163	2	2
164	0	0
165	0	0
166	1	1
167	0	0
168	0	0
169	0	0
170	0	0
171	0	0
172	4	3
173	0	0
174	0	0
175	0	0
176	0	0
177	0	0
178	0	0
179	1	1
180	0	0
181	0	0
182	0	0
183	0	0
184	0	0
185	1	1
186	0	0
187	0	0
188	0	0
189	0	0
190	2	2
191	0	0
192	0	0
193	0	0
194	0	0
195	0	0
196	2	2
197	0	0
198	3	2
199	7	3
200	0	0
201	0	0
202	0	0
203	0	0
204	22	15
205	19	14
206	0	0
207	0	0
208	0	0
209	0	0
210	0	0
211	1	1
212	0	0
213	4	2
214	0	0
215	0	0
216	0	0
217	0	0
218	0	0
219	0	0
220	1	1
221	0	0
222	0	0
223	0	0
224	0	0
225	11	6
226	0	0
227	0	0
