0	328	99
1	333	92
2	26	23
3	0	0
4	74	51
5	86	49
6	1	1
7	142	49
8	0	0
9	0	0
10	54	24
11	0	0
12	46	22
13	35	26
14	144	46
15	3	3
16	56	32
17	42	19
18	16	8
19	39	32
20	76	32
21	46	28
22	5	3
23	54	34
24	11	9
25	20	10
26	11	6
27	96	59
28	42	21
29	0	0
30	36	23
31	46	32
32	117	63
33	34	23
34	26	20
35	0	0
36	0	0
37	38	20
38	55	33
39	54	24
40	67	46
41	18	8
42	0	0
43	29	18
44	124	79
45	4	3
46	0	0
47	0	0
48	0	0
49	14	13
50	37	30
51	59	33
52	23	15
53	17	7
54	8	8
55	27	26
56	103	35
57	100	43
58	0	0
59	127	63
60	10	6
61	115	49
62	0	0
63	16	13
64	75	32
65	0	0
66	0	0
67	58	34
68	56	29
69	20	16
70	90	62
71	98	54
72	167	42
73	52	31
74	6	6
75	33	11
76	26	20
77	43	18
78	5	4
79	13	9
80	15	15
81	35	23
82	18	17
83	12	12
84	44	16
85	16	14
86	29	23
87	0	0
88	2	2
89	0	0
90	82	43
91	5	4
92	33	12
93	1	1
94	10	10
95	19	13
96	0	0
97	4	4
98	0	0
99	11	3
100	18	15
101	6	6
102	2	2
103	29	22
104	22	17
105	43	4
106	58	34
107	3	3
108	81	41
109	20	19
110	46	24
111	8	7
112	66	32
113	62	34
114	0	0
115	98	71
116	4	1
117	99	52
118	4	4
119	145	34
120	81	47
121	1	1
122	51	25
123	32	16
124	42	27
125	139	65
126	125	57
127	1	1
128	2	1
129	57	40
130	2	2
131	4	4
132	96	58
133	1	1
134	28	15
135	31	20
136	31	24
137	19	7
138	0	0
139	1	1
140	54	13
141	4	4
142	8	6
143	3	3
144	0	0
145	41	19
146	87	27
147	0	0
148	0	0
149	19	10
150	73	31
151	6	6
152	341	73
153	342	68
154	0	0
155	30	15
156	115	32
157	6	5
158	14	10
159	0	0
160	16	12
161	18	11
162	62	33
163	53	14
164	6	6
165	38	23
166	9	6
167	28	15
168	0	0
169	0	0
170	14	6
171	0	0
172	51	16
173	0	0
174	12	8
175	0	0
176	0	0
177	2	2
178	0	0
179	46	14
180	56	20
181	16	15
182	28	13
183	17	11
184	0	0
185	31	14
186	0	0
187	0	0
188	65	12
189	0	0
190	58	25
191	5	4
192	16	8
193	22	13
194	0	0
195	19	13
196	35	18
197	5	2
198	26	12
199	80	20
200	0	0
201	0	0
202	0	0
203	20	10
204	330	113
205	311	111
206	1	1
207	12	11
208	41	20
209	0	0
210	23	15
211	60	44
212	7	7
213	74	30
214	0	0
215	0	0
216	0	0
217	0	0
218	0	0
219	39	30
220	30	7
221	0	0
222	40	22
223	0	0
224	31	18
225	126	59
226	0	0
227	75	46
228	0	0
229	19	19
230	30	11
231	54	36
232	5	2
233	0	0
234	50	34
235	0	0
236	24	19
237	8	6
238	39	12
239	1	1
240	6	1
241	12	11
242	0	0
243	0	0
244	0	0
245	9	9
246	16	14
247	27	22
248	5	3
249	0	0
250	66	47
251	0	0
252	17	10
253	1	1
254	0	0
255	1	1
256	27	22
257	78	46
258	0	0
259	0	0
260	12	7
261	1	1
262	0	0
263	8	5
264	0	0
265	7	7
266	7	2
267	0	0
268	0	0
269	32	22
270	27	20
271	0	0
272	3	3
273	57	38
274	0	0
275	0	0
276	54	38
277	12	8
278	45	16
279	55	29
280	1	1
281	0	0
282	17	5
283	37	13
284	9	8
285	34	16
286	0	0
287	6	5
288	25	21
289	53	25
290	0	0
291	77	39
292	0	0
293	13	13
294	0	0
295	8	8
296	20	3
297	0	0
298	0	0
299	5	3
300	1	1
301	59	37
302	0	0
303	27	19
304	63	48
305	17	14
306	335	79
307	341	78
308	52	26
309	22	19
310	1	1
311	1	1
312	43	19
313	7	6
314	19	16
315	0	0
316	36	14
317	12	11
318	0	0
319	12	10
320	0	0
321	3	3
322	9	8
323	0	0
324	68	34
325	0	0
326	0	0
327	1	1
328	10	7
329	0	0
330	0	0
331	28	14
332	4	3
333	28	18
334	70	37
335	26	15
336	11	9
337	11	4
338	0	0
339	0	0
340	67	32
341	0	0
342	0	0
343	130	75
344	13	6
345	1	1
346	0	0
347	10	7
348	28	21
349	0	0
350	47	12
351	95	56
352	3	3
353	65	14
354	17	16
355	2	2
356	17	15
357	16	15
358	12	6
359	27	14
360	0	0
361	0	0
362	1	1
363	0	0
364	51	30
365	26	21
366	5	5
367	31	8
368	33	20
369	2	2
370	11	7
371	15	2
372	0	0
373	0	0
374	0	0
375	46	13
376	0	0
377	8	7
378	0	0
379	74	41
380	0	0
381	11	9
382	3	3
383	0	0
384	0	0
385	28	24
386	0	0
387	10	8
388	2	2
389	75	14
390	0	0
391	0	0
392	84	36
393	0	0
394	0	0
395	32	25
396	0	0
397	1	1
398	31	21
399	3	3
400	0	0
401	0	0
402	17	16
403	28	18
404	29	20
405	0	0
406	45	25
407	66	22
408	342	105
409	380	98
410	153	62
411	0	0
412	49	19
413	0	0
414	1	1
415	40	35
416	59	38
417	60	34
418	0	0
419	29	19
420	1	1
421	0	0
422	98	64
423	39	12
424	45	10
425	116	45
426	0	0
427	0	0
428	99	49
429	1	1
430	0	0
431	3	3
432	5	5
433	56	36
434	1	1
435	0	0
436	0	0
437	0	0
438	0	0
439	4	4
440	65	31
441	2	2
442	0	0
443	59	37
444	35	9
445	0	0
446	2	2
447	33	8
